Date,fully_diluted_market_cap ($),circulating_market_cap ($)
2017-12-20,1095442508.62,0.00
2017-12-21,1522705059.35,0.00
2017-12-22,878702561.19,0.00
2017-12-23,1048636676.58,0.00
2017-12-24,1247846924.39,0.00
2017-12-25,1590146707.62,0.00
2017-12-26,1232137682.03,0.00
2017-12-27,1155264593.46,0.00
2017-12-28,1079739774.12,0.00
2017-12-29,1085075150.13,0.00
2017-12-30,1022742252.99,0.00
2017-12-31,1014988192.33,0.00
2018-01-01,1096085832.17,0.00
2018-01-02,1123693201.23,0.00
2018-01-03,1159401245.22,0.00
2018-01-04,1026908798.13,0.00
2018-01-05,1131444436.77,0.00
2018-01-06,1375984712.38,0.00
2018-01-07,1474825339.95,0.00
2018-01-08,1383744494.49,0.00
2018-01-09,1509055444.94,0.00
2018-01-10,1142530388.14,0.00
2018-01-11,1308579881.11,0.00
2018-01-12,1416601098.85,0.00
2018-01-13,1650119428.63,0.00
2018-01-14,1472786782.93,0.00
2018-01-15,1225543494.63,0.00
2018-01-16,1132364713.98,0.00
2018-01-17,1114383383.07,685122084.28
2018-01-18,1568688165.34,964428330.28
2018-01-19,1569130869.31,964700504.36
2018-01-20,1808735989.00,1112009555.72
2018-01-21,1636232095.77,1005954289.03
2018-01-22,1569880317.29,965161264.43
2018-01-23,1566074481.37,962821439.30
2018-01-24,1598238466.14,982595833.48
2018-01-25,1494564847.87,918857369.22
2018-01-26,1489027164.07,915452805.29
2018-01-27,1412730045.26,868545392.77
2018-01-28,1502658762.64,923833502.07
2018-01-29,1440868063.71,885844625.81
2018-01-30,1437355447.20,883685071.77
2018-01-31,1330505509.55,817993808.69
2018-02-01,1361444726.97,837015216.80
2018-02-02,1259189194.13,774148590.42
2018-02-03,1161721545.28,714225551.60
2018-02-04,1174351789.04,721990616.17
2018-02-05,1079645976.74,663765552.42
2018-02-06,768393063.00,472407489.98
2018-02-07,900161867.82,553418854.27
2018-02-08,930485756.96,572061959.01
2018-02-09,1003488984.29,616944289.48
2018-02-10,1097716680.22,674875407.63
2018-02-11,1061996372.12,652914588.49
2018-02-12,1011566289.29,621910210.65
2018-02-13,1056850968.80,649751198.31
2018-02-14,1035882005.92,636859495.35
2018-02-15,1104165302.48,678840015.86
2018-02-16,1170683645.49,719735444.21
2018-02-17,1164808458.55,716123383.60
2018-02-18,1148078018.83,705837521.57
2018-02-19,1089829849.19,670026589.71
2018-02-20,1135497843.63,698103239.11
2018-02-21,1087560162.48,668631187.99
2018-02-22,968822864.18,595631584.33
2018-02-23,970188466.90,596471155.88
2018-02-24,1000556180.97,615141204.16
2018-02-25,986499699.42,606499289.64
2018-02-26,1026967962.76,631379148.17
2018-02-27,1029466480.14,632915234.82
2018-02-28,1048850894.31,644832758.40
2018-03-01,1065813139.71,655261134.39
2018-03-02,1039999264.21,639390782.72
2018-03-03,1025860942.70,630698553.05
2018-03-04,1022621811.96,628707137.85
2018-03-05,965269598.32,593447039.09
2018-03-06,968859103.54,595653864.26
2018-03-07,965288460.51,593458635.55
2018-03-08,860724245.42,529172633.03
2018-03-09,846312086.01,520312048.02
2018-03-10,829859605.27,510197074.96
2018-03-11,802557340.45,493411662.63
2018-03-12,837876092.81,515125605.60
2018-03-13,819297230.31,503703334.60
2018-03-14,815938516.60,501638399.89
2018-03-15,752302703.58,462515148.84
2018-03-16,741351392.25,455782290.70
2018-03-17,731574902.57,449771712.03
2018-03-18,676496271.18,415909409.96
2018-03-19,678225966.58,416972825.42
2018-03-20,704733188.86,433269446.18
2018-03-21,711967283.07,437716961.98
2018-03-22,729429104.29,448452476.83
2018-03-23,691977214.33,425427082.42
2018-03-24,723367842.03,444726017.24
2018-03-25,689709374.36,424032816.08
2018-03-26,686440607.41,422023180.56
2018-03-27,645473027.24,396836342.40
2018-03-28,592916582.51,364524678.84
2018-03-29,588079605.24,361550908.77
2018-03-30,498757331.97,306635640.86
2018-03-31,516686744.75,317658630.65
2018-04-01,525025079.21,322785032.54
2018-04-02,495164652.05,304426863.89
2018-04-03,502334944.93,308835154.68
2018-04-04,538170398.89,330866765.41
2018-04-05,504277575.98,310029482.82
2018-04-06,509303979.85,313119712.22
2018-04-07,491146539.68,301956531.36
2018-04-08,502546960.93,308965501.96
2018-04-09,524853734.57,322679689.99
2018-04-10,534989147.65,328910934.49
2018-04-11,557016790.94,342453513.39
2018-04-12,589698561.08,362546241.63
2018-04-13,660014679.79,405776539.69
2018-04-14,698226427.57,429269094.13
2018-04-15,701447820.20,431249603.95
2018-04-16,757477646.62,465696700.02
2018-04-17,757633027.87,465792228.30
2018-04-18,747400670.32,459501382.40
2018-04-19,770230410.90,473537090.12
2018-04-20,847763082.48,521204119.58
2018-04-21,888360120.02,546163148.40
2018-04-22,915401391.76,562788102.38
2018-04-23,939936207.75,577872089.20
2018-04-24,951859616.49,585202592.13
2018-04-25,1041444091.23,640279061.31
2018-04-26,900678619.86,553736553.05
2018-04-27,1018502852.70,626174804.73
2018-04-28,1011150003.65,621654278.54
2018-04-29,1064798844.90,654637546.69
2018-04-30,1074974518.87,660893543.56
2018-05-01,1046786636.62,643563654.28
2018-05-02,1044726585.56,642297136.41
2018-05-03,1059380046.08,651306073.16
2018-05-04,1135705613.99,698230976.17
2018-05-05,1148272412.63,705957034.73
2018-05-06,1138131329.14,699722304.06
2018-05-07,1072963028.74,659656880.90
2018-05-08,1022271657.91,628491863.40
2018-05-09,1013289489.82,622969633.07
2018-05-10,1030936024.06,633818709.34
2018-05-11,1069902014.91,657774971.85
2018-05-12,962210493.74,591566303.84
2018-05-13,946263547.77,581762133.19
2018-05-14,982000843.19,603733396.14
2018-05-15,957858842.80,588890912.05
2018-05-16,918624806.75,564769855.54
2018-05-17,906394170.62,557250469.45
2018-05-18,867629317.85,533417866.48
2018-05-19,911814031.55,560582595.96
2018-05-20,892174941.41,548508497.79
2018-05-21,919776770.35,565478081.92
2018-05-22,908450880.26,558514933.02
2018-05-23,866380100.14,532649848.34
2018-05-24,764160419.11,469805263.63
2018-05-25,779818635.04,479431923.27
2018-05-26,785790787.11,483103597.97
2018-05-27,780523294.26,479865147.24
2018-05-28,771393010.24,474251855.34
2018-05-29,711572744.87,437474400.18
2018-05-30,753214034.66,463075434.52
2018-05-31,742649012.61,456580066.74
2018-06-01,765044356.88,470348707.92
2018-06-02,769201930.54,472904781.15
2018-06-03,784201590.08,482126560.80
2018-06-04,802205142.31,493195131.47
2018-06-05,783621225.74,481769753.24
2018-06-06,793943599.82,488115941.22
2018-06-07,804549969.60,494636729.56
2018-06-08,794431424.64,488415855.56
2018-06-09,781300507.55,480342977.39
2018-06-10,776924651.47,477652704.30
2018-06-11,683993387.60,420518631.62
2018-06-12,693259122.05,426215198.35
2018-06-13,659948358.61,405735765.48
2018-06-14,608957191.72,374386433.58
2018-06-15,623151142.56,383112864.12
2018-06-16,573406497.15,352529892.71
2018-06-17,557989700.80,343051657.65
2018-06-18,541093161.32,332663677.61
2018-06-19,542156453.96,333317389.14
2018-06-20,560792052.32,344774541.31
2018-06-21,565984626.38,347966932.02
2018-06-22,574602178.68,353264996.83
2018-06-23,525785114.28,323252301.55
2018-06-24,539351856.25,331593124.53
2018-06-25,524346741.51,322367991.03
2018-06-26,526320928.27,323581719.59
2018-06-27,487155644.09,299502931.69
2018-06-28,496386482.64,305178044.43
2018-06-29,480782979.09,295585021.93
2018-06-30,504470029.93,310147803.37
2018-07-01,532661224.63,327479729.13
2018-07-02,534195647.84,328423091.39
2018-07-03,564611791.06,347122913.87
2018-07-04,552808896.98,339866503.28
2018-07-05,546286543.96,335856565.43
2018-07-06,555678422.55,341630685.49
2018-07-07,551428015.88,366436026.48
2018-07-08,573644266.77,381199213.08
2018-07-09,583941175.36,388041734.97
2018-07-10,570886055.45,379366321.09
2018-07-11,556041560.57,369501828.24
2018-07-12,565254953.27,375624330.03
2018-07-13,557735188.03,370627280.88
2018-07-14,549741653.89,365315401.90
2018-07-15,551024200.60,366167682.36
2018-07-16,571465764.23,379751550.31
2018-07-17,599039541.22,398074930.66
2018-07-18,658798980.81,437786390.65
2018-07-19,642331443.84,426843350.68
2018-07-20,614978794.32,408666914.39
2018-07-21,593434836.16,394350481.06
2018-07-22,611267809.59,406200883.54
2018-07-23,600166766.99,398823996.94
2018-07-24,592043427.91,393425859.73
2018-07-25,636403946.74,422904398.69
2018-07-26,640597651.12,425691207.35
2018-07-27,636052109.33,422670595.01
2018-07-28,647981529.95,430597956.99
2018-07-29,627171779.77,416769420.99
2018-07-30,652024869.63,433284845.00
2018-07-31,638373852.13,424213444.08
2018-08-01,607817916.33,403908353.71
2018-08-02,587768965.81,390585385.79
2018-08-03,568752001.00,377948065.01
2018-08-04,556400973.68,369740538.94
2018-08-05,547370830.04,363739812.25
2018-08-06,562734856.55,373949541.76
2018-08-07,544213526.12,361641715.18
2018-08-08,520592996.60,345945359.98
2018-08-09,509653047.46,338675526.02
2018-08-10,512991456.08,340893971.11
2018-08-11,486483210.58,323278665.88
2018-08-12,472121310.08,313734870.88
2018-08-13,475134846.80,315737431.52
2018-08-14,435437183.37,289357471.45
2018-08-15,406940873.73,270421054.40
2018-08-16,407302138.78,270695479.74
2018-08-17,421868263.57,280304267.05
2018-08-18,443827452.61,294884065.99
2018-08-19,435152006.68,289109468.48
2018-08-20,453542145.08,301373175.00
2018-08-21,424923724.38,282371049.46
2018-08-22,438229486.61,291228009.92
2018-08-23,404658452.65,268800655.22
2018-08-24,423076422.31,281080519.49
2018-08-25,438594245.98,291373755.62
2018-08-26,435613874.20,289409806.01
2018-08-27,431855870.22,286977611.03
2018-08-28,451122973.89,299432640.76
2018-08-29,460880826.94,306456917.07
2018-08-30,452398302.82,301016444.86
2018-08-31,443989419.59,295180749.55
2018-09-01,463043713.52,307945711.82
2018-09-02,488345194.99,324670982.31
2018-09-03,513610608.24,333751812.93
2018-09-04,488062082.13,324032650.20
2018-09-05,473265935.50,315192268.06
2018-09-06,423318294.70,281648812.72
2018-09-07,395717049.54,263157759.79
2018-09-08,389561057.03,259220257.15
2018-09-09,350241723.11,232743236.60
2018-09-10,341652354.09,227035414.22
2018-09-11,340574881.35,226025391.90
2018-09-12,333649669.54,241747700.26
2018-09-13,312237423.34,226336386.16
2018-09-14,354245187.24,256573120.26
2018-09-15,415513695.72,300909375.38
2018-09-16,432277389.80,313104819.20
2018-09-17,420456471.81,304489938.50
2018-09-18,387543586.11,280655828.96
2018-09-19,437870060.45,317147929.08
2018-09-20,408278689.37,295566701.14
2018-09-21,415598938.19,300958352.39
2018-09-22,442515918.89,320465146.73
2018-09-23,454649265.73,329251982.66
2018-09-24,464717358.95,339371503.61
2018-09-25,453818626.54,328629285.88
2018-09-26,442317835.49,320261479.03
2018-09-27,444893014.41,322209220.86
2018-09-28,471551127.69,341467526.52
2018-09-29,481139806.15,348436139.79
2018-09-30,489528787.08,354511347.24
2018-10-01,496471660.76,359539299.76
2018-10-02,496639244.07,358508041.53
2018-10-03,499514878.21,361676435.03
2018-10-04,505919268.19,366539191.67
2018-10-05,535261182.16,387630243.25
2018-10-06,614867648.12,445177854.48
2018-10-07,644903767.65,466993767.10
2018-10-08,624188236.28,452030234.81
2018-10-09,773319260.23,559959505.77
2018-10-10,747381893.15,541230504.43
2018-10-11,687966935.41,496744618.58
2018-10-12,644784062.32,466945504.82
2018-10-13,661800166.92,479268380.05
2018-10-14,657555064.87,477329289.63
2018-10-15,652044270.51,472289813.73
2018-10-16,689384918.80,498602009.15
2018-10-17,705356260.59,510780899.41
2018-10-18,652516482.74,472291214.64
2018-10-19,678346308.98,491373907.08
2018-10-20,683812338.70,495142368.33
2018-10-21,683263434.48,494776662.41
2018-10-22,693353852.43,501877581.32
2018-10-23,684328495.17,495473443.93
2018-10-24,677900739.28,490928236.94
2018-10-25,685739926.55,496605289.88
2018-10-26,658183810.48,476721022.49
2018-10-27,640753486.84,463982478.12
2018-10-28,629015755.80,455517262.70
2018-10-29,630196085.81,456363837.82
2018-10-30,631698937.51,457281568.27
2018-10-31,631212809.78,457151207.38
2018-11-01,612844608.92,443822293.25
2018-11-02,635973848.20,460353676.88
2018-11-03,632065547.41,457815229.25
2018-11-04,632460381.80,458030812.57
2018-11-05,659435361.19,477555813.83
2018-11-06,671668123.81,486246545.66
2018-11-07,676405205.38,489141618.41
2018-11-08,687657149.20,497556118.01
2018-11-09,676836431.77,490667502.85
2018-11-10,662117908.54,481729239.92
2018-11-11,662186564.97,478089337.98
2018-11-12,698256086.38,506247287.98
2018-11-13,693400511.50,500311142.53
2018-11-14,695429921.82,504197878.02
2018-11-15,586542249.34,423598692.36
2018-11-16,576882049.77,417771616.41
2018-11-17,579452614.59,418758872.33
2018-11-18,574575760.99,415997573.20
2018-11-19,574106168.39,415860674.84
2018-11-20,403063683.21,290001445.04
2018-11-21,432781112.95,310410383.79
2018-11-22,457440946.25,331601384.60
2018-11-23,405295031.23,304462188.21
2018-11-24,386766157.53,280082017.89
2018-11-25,334810908.85,242464943.24
2018-11-26,332212310.97,240584490.71
2018-11-27,332379379.01,241883560.20
2018-11-28,336815639.29,244152551.14
2018-11-29,388492734.15,281479624.50
2018-11-30,378260584.98,273821802.31
2018-12-01,365531095.81,264390194.88
2018-12-02,383833218.27,278416387.58
2018-12-03,398552708.87,288255560.01
2018-12-04,392260266.59,284129177.46
2018-12-05,430833422.53,311840011.58
2018-12-06,377045921.52,273748480.18
2018-12-07,348114472.61,252792874.74
2018-12-08,346884530.15,251123032.78
2018-12-09,340218798.84,246133241.64
2018-12-10,349341722.17,253032617.36
2018-12-11,322503901.14,233668619.32
2018-12-12,334981375.88,242599034.66
2018-12-13,329070241.60,238061505.69
2018-12-14,334114134.77,242063091.65
2018-12-15,341420804.88,247138634.60
2018-12-16,337456247.29,244553489.98
2018-12-17,339929496.28,246998763.35
2018-12-18,369654119.41,267877234.44
2018-12-19,425866538.85,308471269.60
2018-12-20,421227742.36,305277077.34
2018-12-21,432699908.54,312948909.85
2018-12-22,425572139.38,308062732.13
2018-12-23,425574992.29,307831654.27
2018-12-24,443856126.69,321945632.17
2018-12-25,478649150.51,346575439.37
2018-12-26,447315796.24,323814446.41
2018-12-27,454161465.22,329221308.58
2018-12-28,428736161.22,311908201.00
2018-12-29,466875119.12,337820367.71
2018-12-30,471215407.89,344273062.93
2018-12-31,469407658.91,339776806.01
2019-01-01,446051060.80,322937594.62
2019-01-02,456848325.38,330818801.88
2019-01-03,488229317.03,353570285.36
2019-01-04,485849297.99,351831633.31
2019-01-05,494264893.95,357868478.97
2019-01-06,502402404.28,363586225.50
2019-01-07,506044074.62,366395440.50
2019-01-08,487739145.89,353891661.85
2019-01-09,486277830.03,352216829.20
2019-01-10,487483685.69,353262182.83
2019-01-11,432545876.15,312889422.88
2019-01-12,426573896.80,308443080.81
2019-01-13,428073183.70,309134396.96
2019-01-14,412919330.32,298865864.86
2019-01-15,452098797.90,327725963.47
2019-01-16,436870783.86,316208431.70
2019-01-17,453900995.22,328867097.77
2019-01-18,466443127.83,337768002.17
2019-01-19,459825482.64,333139401.98
2019-01-20,465793049.81,336937541.90
2019-01-21,453238027.04,328335516.52
2019-01-22,426413870.54,308851118.79
2019-01-23,452601155.45,327782715.65
2019-01-24,457833231.43,331399172.55
2019-01-25,470551577.34,340768261.29
2019-01-26,466784773.98,338100499.76
2019-01-27,446379856.20,323289303.91
2019-01-28,431732979.07,312484124.58
2019-01-29,396765930.14,287491535.88
2019-01-30,397128703.85,287608969.31
2019-01-31,377438064.24,273408898.68
2019-02-01,367774932.97,266277227.00
2019-02-02,376136781.57,272312586.99
2019-02-03,380441095.18,274020024.24
2019-02-04,377097470.06,273243616.66
2019-02-05,395226363.02,285263717.39
2019-02-06,398870891.67,288857899.49
2019-02-07,394934523.22,286007224.89
2019-02-08,402044369.05,291156096.80
2019-02-09,443798981.59,321594338.92
2019-02-10,454670811.26,329453702.69
2019-02-11,472662419.71,342296910.05
2019-02-12,482513504.18,349430956.75
2019-02-13,507749443.61,367386204.17
2019-02-14,547277429.79,396332277.21
2019-02-15,518892871.37,375982972.82
2019-02-16,502589678.35,363969900.61
2019-02-17,508917326.48,368578313.91
2019-02-18,543447463.49,393623888.96
2019-02-19,578733569.20,419112466.36
2019-02-20,633200645.74,458660503.69
2019-02-21,661214217.15,479555484.63
2019-02-22,646133602.51,467397667.99
2019-02-23,670375967.27,487001954.87
2019-02-24,736619987.95,533452069.05
2019-02-25,651988421.21,475819736.97
2019-02-26,673765768.48,487933736.70
2019-02-27,682550271.68,494461399.73
2019-02-28,658024474.55,476483655.25
2019-03-01,672653050.95,487634957.88
2019-03-02,672020338.22,487088376.39
2019-03-03,675430797.63,489045190.61
2019-03-04,665539552.85,481950961.62
2019-03-05,620862652.37,449621883.63
2019-03-06,678621470.62,491320317.06
2019-03-07,686043059.13,496829564.10
2019-03-08,676174805.77,489387338.53
2019-03-09,667239711.50,483406492.88
2019-03-10,648213773.13,469404833.33
2019-03-11,649658080.04,470474224.22
2019-03-12,653616044.30,473269650.05
2019-03-13,659404197.41,477394571.18
2019-03-14,644131335.72,466616521.74
2019-03-15,651571916.31,471380817.46
2019-03-16,681217903.88,492975171.96
2019-03-17,705656364.92,511237222.03
2019-03-18,700865610.90,507612237.72
2019-03-19,690563241.68,500114299.67
2019-03-20,708339697.51,512901317.19
2019-03-21,702262318.68,508570623.99
2019-03-22,705143727.91,510805267.21
2019-03-23,730072174.84,725957088.87
2019-03-24,736537416.24,732115061.46
2019-03-25,731520629.25,727382274.69
2019-03-26,717638073.88,713905348.92
2019-03-27,687204035.98,709883966.65
2019-03-28,732820824.92,728944759.57
2019-03-29,723607904.96,719592934.81
2019-03-30,704102747.52,700401771.38
2019-03-31,714730295.27,710542117.58
2019-04-01,714633351.47,710487215.84
2019-04-02,713197405.85,709381235.55
2019-04-03,791101728.44,791576992.14
2019-04-04,762174310.29,761067148.58
2019-04-05,736253999.25,732363871.84
2019-04-06,784622511.17,780661764.07
2019-04-07,773009294.80,769698836.55
2019-04-08,787859487.06,768008464.12
2019-04-09,715513070.39,712400917.58
2019-04-10,713549041.74,709189200.62
2019-04-11,717841035.16,714126644.96
2019-04-12,652077134.80,648756953.09
2019-04-13,638462894.78,635094420.36
2019-04-14,628542323.86,624948456.47
2019-04-15,634184854.80,630609059.13
2019-04-16,632716527.98,629022417.60
2019-04-17,638037641.30,634407903.87
2019-04-18,633834605.65,630443016.11
2019-04-19,647517812.79,643965307.19
2019-04-20,627532700.89,624525319.57
2019-04-21,614539601.43,611137863.18
2019-04-22,607207049.63,603514761.72
2019-04-23,608997829.62,605945101.95
2019-04-24,598591739.02,594907412.61
2019-04-25,579553977.07,573421062.27
2019-04-26,519471711.99,516161700.89
2019-04-27,500337292.31,495063832.23
2019-04-28,501231837.87,498022518.26
2019-04-29,534748240.21,531653752.55
2019-04-30,521133379.61,518253549.55
2019-05-01,536052417.12,533064818.43
2019-05-02,516791019.11,513691869.62
2019-05-03,521188927.36,517742081.05
2019-05-04,555058064.14,551544729.15
2019-05-05,534001877.76,531037180.16
2019-05-06,519870558.78,516646793.33
2019-05-07,529560578.00,526422333.07
2019-05-08,538283462.56,536642559.46
2019-05-09,537194578.53,533847652.68
2019-05-10,522277362.00,519683371.53
2019-05-11,525551629.79,521541152.86
2019-05-12,597122734.36,596771538.27
2019-05-13,559730306.69,556158373.35
2019-05-14,588637044.36,585671343.53
2019-05-15,625500207.79,620652907.75
2019-05-16,693833082.70,707776806.47
2019-05-17,667228554.94,660881133.83
2019-05-18,630058507.55,624609160.33
2019-05-19,626624245.89,623188377.11
2019-05-20,681546935.70,678597045.32
2019-05-21,665313315.42,661585212.07
2019-05-22,669838807.81,668738053.29
2019-05-23,663304957.30,659431311.94
2019-05-24,658448262.88,656018134.78
2019-05-25,676702905.73,672402163.01
2019-05-26,701061119.88,696874013.35
2019-05-27,737811681.54,734296707.00
2019-05-28,755539386.15,751459316.77
2019-05-29,750036681.03,745884054.78
2019-05-30,762598834.24,757701639.44
2019-05-31,723307183.94,719850585.09
2019-06-01,744644758.12,739789128.62
2019-06-02,730938828.03,729794624.38
2019-06-03,736328652.86,731987245.46
2019-06-04,699089564.40,695067281.84
2019-06-05,656260051.94,651591477.30
2019-06-06,686630834.75,682824466.65
2019-06-07,716663210.31,713398116.17
2019-06-08,773023428.46,765434331.29
2019-06-09,775278401.19,770693868.00
2019-06-10,740791988.82,736802347.02
2019-06-11,728618310.82,725061980.36
2019-06-12,715481390.54,713689919.03
2019-06-13,748328742.79,742818440.21
2019-06-14,726672189.68,722314069.60
2019-06-15,736191118.55,734087376.49
2019-06-16,732060637.44,727529801.43
2019-06-17,738895961.04,737049116.74
2019-06-18,741700846.00,737712666.49
2019-06-19,720782612.92,716304573.86
2019-06-20,727281174.99,722721291.83
2019-06-21,723525703.43,720258928.67
2019-06-22,750970278.46,738578024.19
2019-06-23,765837101.85,761700542.43
2019-06-24,745051181.11,741321195.01
2019-06-25,734919121.93,731611432.43
2019-06-26,766611389.47,754819602.70
2019-06-27,754532963.93,749775573.70
2019-06-28,662296882.02,658624526.80
2019-06-29,708460170.62,702299388.20
2019-06-30,703978100.57,700321518.02
2019-07-01,641077678.48,637381146.55
2019-07-02,624274760.14,619680709.33
2019-07-03,630681936.67,465772315.04
2019-07-04,670553826.32,494528151.87
2019-07-05,656960683.93,485150869.92
2019-07-06,660167560.38,487665024.80
2019-07-07,676438770.99,499713641.74
2019-07-08,704302260.65,520350902.16
2019-07-09,712687347.23,525672743.33
2019-07-10,750074809.60,553876366.13
2019-07-11,696596787.86,515166240.12
2019-07-12,680687826.55,496317478.59
2019-07-13,670543689.37,495150803.72
2019-07-14,664196997.67,490578019.45
2019-07-15,590830864.35,435845810.17
2019-07-16,596321241.53,441020517.02
2019-07-17,490559804.41,363271147.66
2019-07-18,523607483.89,386867962.99
2019-07-19,564673381.30,419757052.89
2019-07-20,559479229.38,413368523.99
2019-07-21,572183248.76,423400829.61
2019-07-22,578556992.37,426766240.09
2019-07-23,557312542.22,412245959.66
2019-07-24,568187467.58,419179179.02
2019-07-25,590177128.11,436760229.28
2019-07-26,580637535.19,429076504.85
2019-07-27,608883946.15,449888011.38
2019-07-28,571545628.13,422801010.37
2019-07-29,580451302.90,429251549.73
2019-07-30,570843356.41,421007662.98
2019-07-31,574155139.14,424167662.99
2019-08-01,591713493.54,436568287.27
2019-08-02,598735223.81,442421187.23
2019-08-03,604249595.86,446297445.76
2019-08-04,598977568.61,442488682.97
2019-08-05,589983427.14,436392537.68
2019-08-06,593731073.67,438657333.78
2019-08-07,561992924.11,413927008.34
2019-08-08,550799086.63,406749149.59
2019-08-09,542583083.69,399305682.76
2019-08-10,504363663.29,374026832.29
2019-08-11,495968518.36,366431357.61
2019-08-12,514523952.88,379859143.03
2019-08-13,485376308.08,358549623.18
2019-08-14,477534184.04,352822406.91
2019-08-15,452453971.13,333954318.65
2019-08-16,479753027.81,353483080.77
2019-08-17,509913877.91,376767380.27
2019-08-18,522209187.80,385917333.19
2019-08-19,512440577.56,378049548.20
2019-08-20,522285612.00,385676327.73
2019-08-21,514900868.25,380614784.69
2019-08-22,497490620.51,367479577.03
2019-08-23,499604919.36,369174660.12
2019-08-24,510758162.26,377499041.18
2019-08-25,502673034.49,371471153.89
2019-08-26,503474679.67,371907945.84
2019-08-27,518857426.92,383657959.73
2019-08-28,525687930.08,388399517.54
2019-08-29,474356967.48,350226101.92
2019-08-30,478034851.05,353301409.05
2019-08-31,466494057.27,344612275.56
2019-09-01,477502799.89,352976583.15
2019-09-02,477209851.10,352532437.80
2019-09-03,489075987.87,360752795.54
